ID	HIT	REPORT
1221083	1	CARDIAC TELEMETRY BOX WAS SOUNDING OFF ALARM WITH WRONG READING.
2956377	1	A BUG WAS DISCOVERED DURING TESTING INTERNALLY IN THE MANUFACTURER COMPANY. THE BUG WAS EVALUATED TO HAVE A PATIENT RISK. THE BUG IS LOCATED IN THE PART OF THE SOFTWARE THAT HANDLES VISUALIZATION OF NERVE FIBER TRACTS THAT ARE EXTRACTED FROM A DIFFUSION TENSOR IMAGING MR SERIES. THE DETECTED ISSUE CAN CAUSE EXPORT AND VISUALIZATION OF FIBERS WITH WRONG POSITIONING IN RELATION THE UNDERLYING STRUCTURAL DATASET. THIS CAN OCCUR WHEN ALL THE FOLLOWING CRITERIA ARE MET: USING TWO DIFFERENT STRUCTURAL DATASETS THAT HAVE IDENTICAL RESOLUTION AND NUMBER OF SLICES; THE STRUCTURAL DATASETS ARE NOT ORIGINALLY ALIGNED BUT ARE THEN ALIGNED THROUGH CO-REGISTRATION IN NORDICBRAINEX. IT OCCURS WHEN CHANGING UNDERLAY IN THE 3D VIEWER FROM ONE TO THE OTHER OF THESE STRUCTURAL DATASETS AFTER PERFORMING THE FIBER TRACKING, AND THEN CREATING AND EXPORTING/VISUALIZING FIBER GROUPS. THE ISSUE IS CAUSED BY THE FIBERS NOT BEING REALIGNED TO THE CO-REGISTERED POSITION OF THE SECOND DATASET WHEN CHANGING THE UNDERLAY, BUT WHEN FIBERS ARE EXPORTED OR VISUALIZED IN THE MPR THE CO-REGISTRATION INFORMATION IS TAKEN INTO ACCOUNT, CAUSING WRONG POSITIONING OF THE FIBERS WHEN LATER VISUALIZED ON A STRUCTURAL DATASET. THE MISALIGNMENT OF THE FIBERS WILL THEN BE IN DIRECT PROPORTION TO THE ALIGNMENT PERFORMED BY THE NORDICBRAINEX COREGISTRATION BETWEEN THE TWO STRUCTURAL DATASETS. TO AVOID THIS ISSUE ONE SHOULD NOT CHANGE UNDERLAY IN THE 3D VIEWER WHEN WORKING WITH DTI AND/OR FIBER GROUPS, UNLESS ONE IS ABSOLUTELY SURE THE DATASETS DIFFER IN RESOLUTION AND/OR NUMBER OF SLICES. THIS BUG IS POTENTIALLY DANGEROUS IF THE MISALIGNMENT IS NOT SEEN BY THE USER. IN MOST CASES IT WILL PROBABLY BE DISCOVERED BY THE USER BECAUSE THE FIBERS DON'T MATCH THE ANATOMICAL STRUCTURES, BUT IF THE MISALIGNMENT IS NOT SO LARGE AND/OR THE FIBER GROUP IS LOCATED IN A PART OF THE BRAIN WHERE IT IS NOT SO EASY TO COMPARE WITH ANATOMICAL STRUCTURES, THE MISALIGNMENT IS MAYBE NOT DISCOVERED. THIS COULD THEREFORE, BE HARMFUL TO THE PATIENT IF THE INFORMATION IS USED IN FOR EXAMPLE NEUROSURGERY PLANNING.
3716251	1	><THE HOSPITAL RECENTLY PLACED A NEW AVANCE ANESTHESIA UNIT INTO USE IN ROOM 6. ONE OF THE FLOW SENSOR TRANSDUCER FLAPPERS GOT STUCK IN THE UP POSITION (PART # 1503-3858-000). THIS PROBLEM HAS BEEN OCCURRING FREQUENTLY ON THE NEW AVANCE MODELS AT THE HOSPITAL. THE GE FIELD SERVICE REP AND GE SALES REP ARE BOTH AWARE OF THIS ISSUE.
1420029	0	THE CUSTOMER REPORTED THAT THE PROBE OF THE ORTHO PROVUE ANALYZER WAS DRIPPING. INFORMATION WAS NOT PROVIDED REGARDING POSSIBLE RESULT CODES. NO ERRONEOUS RESULTS WERE REPORTED. PROBE ISSUES MAY LEAD TO DILUTION OF SAMPLE / REAGENT, CARRY OVER AND / OR CROSS CONTAMINATION AND ERRONEOUS RESULTS, WHICH COULD LEAD TO TRANSFUSION OF INCOMPATIBLE BLOOD. >< A POSSIBLE ROOT CAUSE WAS DETERMINED. AN OCD FIELD ENGINEER ARRIVED AT THE SITE AND DETERMINED THE PROBE WAS BENT. THE FE REPLACED THE PROBE AND WASH STATION AND PERFORMED FINE PROBE ADJUSTMENTS. THE FE ALSO PERFORMED WAD DIAGNOSTICS LEVEL SENSING, REAGENT, SAMPLE IDENTIFICATION AND PIPETTING. REPLACEMENT OF THE PROBE AND WASH STATION AND THE APPROPRIATE ADJUSTMENTS HAS RETURNED THE INSTRUMENT TO EXPECTED OPERATION. THE CUSTOMER HAS NOT LOGGED ANY COMPLAINTS AGAINST THIS ANALYZER SINCE THIS INCIDENT. (B) (4).
947048	1	BASED ON INFORMATION THAT PMS RECEIVED ON 10/11/2007, PMS HAS DETERMINED THAT THIS REPORT IS SIMILAR TO OTHER MDR REPORTABLE EVENTS INVOLVING THE TEAL. HERE IS A SUMMARY OF THE ISSUE. THE USER REPORTED AN: ELECTRIC SMELL NEAR THE CONSOLE. GANTRY IS SPARKING. THE INITIAL REPORT DID NOT DOCUMENT THAT THE TEAL PDU WAS CAUSING THE PROBLEM. >< THE TEAL HAS UL ELECTRICAL SAFETY APPROVAL, AND THE RISK OF INJURY TO A PATIENT IS REMOTE. THIS ISSUE WAS FOUND DURING THE REVIEW OF INTERNAL SERVICE RECORDS. VOLUNTARY MEDICAL DEVICE RECALL REPORT WAS FILED. IT IS A CLASS 2 RECALL. PMS ISSUED A FIELD CHANGE ORDER TO CORRECT THIS ISSUE IN MAY, 2007. THIS FCO HAS BEEN CHANGED TO MANDATORY ACTION TO ENSURE AGREEMENT WITH THE C&R REPORT. THE ROOT CAUSE OF THE ISSUE IS A COMPONENT FAILURE ON THE VENDED DEVICE.
992275	0	it was reported that the customer noticed the patient was turning light so she was about to administer a medication, but didn't get a chance to, the patient started to de-sat. the primus gave pinsp no attained. she checked for leaks the situation got worse. she switched to man spont once she did that, she attempted to push the o2 flush but, nothing came out. she switched to pressure mode and tried the o2 flush also nothing, the patient was turning blue at this point. she then switched man spont and bagged the patient. the o2 supply for the ambu bag was the flow meter on the side of the primus, and it supplied the o2 required. no permanent injury reported. >< event is under investigation. results will be reported in the follow up report.
2068341	1	DURING INVESTIGATION OF THE EVENT ASSOCIATED WITH MDR 2183553-2011-00005, IT WAS DISCOVERED INTERNALLY THAT THE HFO5 PRODUCT IS ALSO AFFECTED BY THE REPORTED ISSUE. THERE WAS NO PT INVOLVEMENT FOR THE INTERNALLY DISCOVERED ISSUE. SCREEN SAVED IMAGES FROM THE MAGNETIC RESONANCE (MR) SYSTEM WILL ATTACH TO THE INCORRECT PT ON THE PICTURE ARCHIVE COMMUNICATION SYSTEM (PACS). WHEN THE USERS SEND A SCREEN SAVE IMAGE FROM THE MR SYSTEM TO THE PACS, THE SCREEN SAVE IS THEN ATTACHED TO THE CORRECT EXAM ON THE MR SYSTEM; HOWEVER, ON THE PACS, THE SCREEN SAVE MAY ATTACH TO A DIFFERENT PT/EXAM. INITIAL EVALUATION INDICATES THAT THE ISSUE IS CAUSED WHEN THE MR SYSTEM REPLICATES THE SERIES INSTANCE UID (0X0020, 0X000E) BETWEEN THE TWO SCREEN SAVE IMAGES. HOWEVER, THE TWO SCREEN SAVE IMAGES BOTH ARE USING THE SAME SERIES INSTANCE UID (0020, 000E). GE HEALTHCARE'S INVESTIGATION INTO THE REPORTED OCCURRENCE IS STILL ONGOING. A FOLLOW-UP REPORT WILL BE ISSUED WHEN THE INVESTIGATION HAS BEEN COMPLETED. THIS ISSUE WAS DISCOVERED DURING INTERNAL INVESTIGATION OF THE PREVIOUS EVENT AND DOES NOT APPLY TO A SINGLE DEVICE. THEREFORE, THE SERIAL NUMBER, OPERATOR OF THE DEVICE AND DEVICE MANUFACTURE DATE ARE NOT PROVIDED.
2237171	0	THE PYXIS MACHINE ARRANGEMENT HAS 3 COMPONENTS: THE MAIN UNIT AND TWO AUXILLARY UNITS.  IT WAS REPORTED THAT WHEN REMOVING ITEMS CONTAINED IN ONE OF THE AUXILLARY UNITS, DRAWER 6 ON THE MAIN UNIT WOULD ALSO OPEN.THE COMPANY SENT A REPRESENTATIVE.  THEY DISCOVERED THAT TWO BOTTLES OF MAGNESIUM CITRATE IN DRAWER 6 HAD SHATTERED WHEN THE DRAWER SHUT ROUGHLY.  THE SOLUTION SPREAD TO THE ELECTRICAL COMPONENTS WHICH SHORTED OUT. 
4329693	0	THE USER OF A XE-5000 AUTOMATED HEMATOLOGY ANALYZERS (SERIAL NUMBER (B)(4)) REPORTED THAT BASED ON ERRONEOUS LOW HGB RESULT OF 8.4G/DL, PATIENT WITH SAMPLE ID (SID) (B)(6) WAS UNNECESSARILY TRANSFUSED, WITH TWO UNITS OF PACKED RBCS. SID (B)(6) WAS ANALYZED ON (B)(6) AT 07:43 USING THE AUTOMATIC MODE; THEREFORE, THE SAMPLE'S BARCODE WAS READ BY THE ANALYZER'S INTERNAL BARCODE READER. THE OPERATOR RERAN THE SAME SAMPLE AT 07:48 USING THE MANUAL MODE; THE SID WAS ENTERED BY THE OPERATOR. ACCORDING TO THE HOST'S LOG THE OPERATOR INCORRECTLY MODIFIED SID (B)(6); BECAUSE THE OPERATOR MODIFIED THE SID THE WRONG RESULTS TRANSMITTED TO SID (B)(6); THUS, THE WRONG RESULTS REPORTED OUT OF THE LABORATORY. THE ONLY RESULTS SUBMITTED FOR SID (B)(6) WAS RUN ON (B)(6) AND A HGB RESULT OF 12G/DL WAS OBTAINED; IT IS UNKNOWN IF THERE ARE ANY OTHER RESULTS FOR THIS PATIENT. NO KNOWN ADVERSE EFFECT TO THE PATIENT WAS REPORTED. BOTH PATIENTS HAD BEEN ADMITTED TO THE HOSPITAL PRIOR TO THE UNNECESSARY TRANSFUSION; PATIENTS' DIAGNOSIS AND/ OR CONDITIONS ARE UNKNOWN.><THIS EVENT IS BEING REPORTED ON THE BASIS THAT INCORRECT RESULTS LED TO A PATIENT RECEIVING AN UNNECESSARY TRANSFUSION, CARRYING WITH IT THE RISKS INVOLVED WITH RECEIVING BLOOD PRODUCTS: TRANSFUSION REACTION, DEVELOPMENT OF ANTIBODIES, ETC. THE HOST LOG FOR THE EVENTS ON (B)(6) 2014 FROM THE HOST COMPUTER SHOWS SID (B)(6) WAS NOT RECEIVED FOR TESTING UNTIL 07:54; THEREFORE, THERE WERE NO RESULTS FOR SID (B)(6) AT THE TIMES SID (B)(6) WAS ANALYZED AND REPEATED. THE USER CONFIRMED THE EVENT WAS DUE TO AN OPERATOR ERROR. THE USER REPORTED THAT THEY WORKED WITH THEIR QUALITY ASSURANCE DEPARTMENT TO IMPLEMENT THE FOLLOWING CHANGES TO HELP ELIMINATE THIS FROM HAPPENING IN THE FUTURE: THEY WILL RESTRICT THE ABILITY OF THE OPERATOR TO EDIT SAMPLE IDS. EACH OPERATOR WILL BE ASSIGNED THEIR OWN LOG ON. EAC OPERATOR WILL COMPLETE THEIR OWN WORK; THERE WAS A HANDOFF SITUATION WITH HIS SCENARIO.
5694258	0	there was an error message on vessel sealer machine stating not placed in socket...using old software"  no power on end of device while being used. turned off the machine and back on after few seconds  device worked for 4-5 minutes then did not function with error message on vision cart stating "blades exposed"><."                                                            
4043835	0	FACILITY HAVING CONTINUED ISSUES WITH THE DAVINCI STERILE CAMERA ARM DRAPES-UPON PREPARING THE DRAPE FOR USE ON THE STERILE FIELD, THE TECHNICIAN HAS DISCOVERED HOLES IN THE PAPER HEAT SHIELD PORTION LOCATED JUST ABOVE THE PLASTIC SCOPE HOLDER PIECE. THIS HAS OCCURRED IN EVERY TYPE OF PACKAGING: 3-ARM ACCESSARY KIT, 4-ARM ACCESSARY KIT AND THE SINGLE CAMERA ARM DRAPE.
6096739	0	the customer reported that bf control level 1 and level 2 failed for rbc (low) after replacing the filter, lyse and diluent on their iq 200 system. there were no erroneous patient results generated. there was no change to patient treatment.><the field service engineer (fse) was at the customer site and observed that the evacuation bypass valve (ebv) was causing the control failures. the fse replaced the ebv to address the reported issue. the repairs were verified as per service procedures. bec internal identifier for this report is (b)(6).                                                              
2581069	1	KEY PAD WORN AT CODE NUMBERS. KEY PAD REPLACED, HOSPITAL CODE PROGRAMMED, OPERATION PASSED AND UNIT RETURNED TO SERVICE. 
3329463	0	WE ARE FOLLOWING UP ON A MEDICAL DEVICE CORRECTION FROM GE ON THE TEC 6 AND TEC 6 PLUS VAPORIZERS THAT WAS SENT OUT FROM GE ON THE 6 AUGUST 2013... WE HAVE THE TEC PLUS 6 IN OUR FACILITY - THE CLINICAL ENGINEERING DIRECTOR TESTED THEM AT OUR FACILITY AND 63% OR 12 OUT OF 19 HAD A LEAK (LOW PRESSURE LEAK TEST). WE FOLLOWED THE INSTRUCTIONS FROM GE HEALTHCARE: "RE: THE LOW PRESSURE LEAK TEST MAY NOT DETECT THE FULL RANGE OF LEAKS FROM THE SEAL IN THE TEC-6 AND TEC-6 PLUS VAPORIZERS. A LEAK MAY CAUSE A REDUCTION IN THE FRESH GAS VOLUME DELIVERED TO THE BREATHING SYSTEM... PERFORM THE USER MANUAL RECOMMENDED PRE-OPERATIVE CHECK WHICH INCLUDES THE LOW PRESSURE LEAK TEST ON EVERY VAPORIZER WITH THE DIAL TURNED TO THE 12% SETTING INSTEAD OF THE SPECIFIED 1% SETTING AS PER THE ATTACHED ADDENDUM...DISCONTINUE USE OF THE TEC 6 OR TEC 6 PLUS VAPORIZER IF IT DOES NOT PASS THE LOW PRESSURE LEAK AT 12%, REMOVE IT FROM SERVICE AND CONTACT A GE HEALTHCARE REPRESENTATIVE FOR A REPAIR/REPLACEMENT." 
1584312	0	THE CUSTOMER STATES THAT FALSE POSITIVE RESULTS ARE BEING GENERATED BY THE ARCHITECT STAT TROPONIN-I ASSAY. ONE PATIENT SAMPLE GENERATED RESULTS OF 0.026/0.015/0.017/0.023/0.041 NG/ML. THE CUSTOMER USES A CUT-OFF VALUE OF 0.03 NG/ML. NO SUSPECT RESULTS WERE REPORTED FROM THE LAB AND THERE IS NO IMPACT TO PATIENT MANAGEMENT REPORTED. >< (B)(4). THIS IS AN INITIAL REPORT. AN INVESTIGATION IS IN PROCESS. A FINAL REPORT WILL BE SUBMITTED WHEN THE INVESTIGATION IS COMPLETE.
1701313	0	IT WAS REPORTED THAT DURING CLEANING, AN AS/3 MONITOR MOUNTED ON A CEILING MOUNT BRACKET BROKE AWAY FROM THE BRACKET AND FELL TO THE GROUND. THE ACTUAL BASE OF THE F-CU8 CASE BROKE AROUND THE BRASS INSERTS THAT SECURE THE BRACKET TO THE MONITOR. THE MONITOR HAS BEEN REMOVED FROM SERVICE FOR EVALUATION. NO STAFF OR PATIENT INJURY WAS REPORTED IN THIS INCIDENT. GE HEALTHCARE'S INVESTIGATION INTO THE REPORTED OCCURRENCE IS STILL ONGOING. A FOLLOW-UP REPORT WILL BE ISSUED WHEN THE INVESTIGATION HAS BEEN COMPLETED. >< THE DEVICE MANUFACTURE DATE IS UNKNOWN. THE DEVICE WAS SHIPPED ON (B)(4)1993.
4061737	1	EVALUATION SUMMARY: THE REPORTED EVENT COULD NOT BE CONFIRMED AFTER 18 HOURS OF BURN-IN SIMULATION TESTING. IN ADDITION, THE SYSTEM-RELATED DEVICES (70CC2 AND CO-SET PROBES) WERE TESTED AND NO FAULT WAS FOUND. PREVENTIVE MAINTENANCE WAS COMPLETED SUCCESSFULLY. THE DEVICE HISTORY RECORD (DHR) REVIEW WAS COMPLETED AND THIS DEVICE PASSED ALL MANUFACTURING INSPECTIONS WITH NO NON-CONFORMANCES IDENTIFIED. DHR REVIEW. IT IS UNKNOWN WHETHER PROCEDURAL PROCESSES OR A SPECIFIC CIRCUMSTANCE PLAYED A ROLE IN THE CUSTOMER¿S EXPERIENCE, AS THERE WAS NO ISSUE FOUND WITH THE DEVICE. PER ADDITIONAL FOLLOW UP, THE CUSTOMER INDICATED THE VALUES SEEN WERE NOT COMPLETE ABNORMAL; HOWEVER, HE RETURNED THE DEVICE FOR EVALUATION AS A PRECAUTION. THERE HAVE BEEN NO OTHER OCCURRENCES OF THIS ISSUE SINCE THE MONITOR HAS BEEN RETURNED TO THE CUSTOMER. NO CORRECTIVE OR PREVENTATIVE ACTION IS REQUIRED AT THIS TIME.><AS REPORTED, THE CARDIAC OUTPUT VALUE WAS TOO LOW ON A VIGILANCE 2 MONITOR. THE SPECIFIC VALUES BEING OUTPUTTED WERE NOT PROVIDED. IT IS UNKNOWN IF THERE WAS AN ERROR MESSAGE ON THE MONITOR; THE TECHNICIAN IN CHARGE OF THIS MATERIAL IN THE HOSPITAL DOES NOT RECALL THIS INFORMATION. TROUBLE-SHOOTING WAS PERFORMED; HOWEVER, THE ISSUE WAS NO RESOLVED. NO PATIENT COMPROMISE WAS REPORTED AND NO ADDITIONAL SYSTEM-RELATED DEVICES WERE IDENTIFIED AS SUSPECT.><THE MONITOR HAS NOT BEEN RETURNED FOR EVALUATION AT THIS TIME; HOWEVER, FOLLOW UP ATTEMPTS ARE IN PROGRESS TO OBTAIN THE SUBJECT DEVICE. IT IS UNKNOWN WHETHER PROCEDURAL PROCESSES OR A SPECIFIC CIRCUMSTANCE PLAYED A ROLE IN THE CUSTOMER¿S EXPERIENCE. A SUPPLEMENTAL REPORT WILL BE SUBMITTED IN THE EVENT THE DEVICE OR ANY NEW INFORMATION IS RECEIVED. NO CORRECTIVE OR PREVENTATIVE ACTION IS REQUIRED AT THIS TIME.
1053198	0	NO DEFINITIVE ROOT CAUSE WAS DETERMINED. SERVICE WAS NOT DISPATCHED SINCE THE PROVUE HAND HELD SCANNER WAS UNABLE TO READ THE SAMPLE BARCODES AND THE ANALYZER MISREAD THE BARCODE UPON SECOND ATTEMPT. THE ISSUE MAY HAVE BEEN RELATED TO THE SAMPLE BARCODES. THIS CUSTOMER HAS NOT LOGGED ANY SIMILAR COMPLAINTS AGAINST THIS ANALYZER SINCE THIS INCIDENT. INCIDENT IS ISOLATED. >< THE CUSTOMER REPORTED THAT THE ORTHO PROVUE READ A SAMPLE BARCODE ID INCORRECTLY. SAMPLE MISIDENTIFICATION MAY LEAD TO THE REPORTING OF ERRONEOUS TEST RESULTS. THE CUSTOMER IDENTIFIED THE ISSUE, PREVENTING ERRONEOUS RESULTS FROM BEING REPORTED.
3861218	0	THE INTUITIVE SURGICAL ENDOWRIST ONE VESSEL SEALER BLADE WOULD NOT RETRACT.
2840096	1	DURING INTERNAL DEVELOPMENT AND TESTING, IT WAS FOUND THAT THE VALUE FOR THE SUVBSA MEASUREMENTS IN RADSUITE IS TOO HIGH BY A FACTOR OF 10. (B)(4). THE DEVICE WAS CLEARED FOR USE WITH SUV CALCULATION BY FDA IN 12/2005. THIS ISSUE HAS EXISTED SINCE THE INTRODUCTION OF THE CALCULATION. THIS HAS NEVER BEEN REPORTED FROM THE FIELD (NO RELATED COMPLAINTS). THIS ISSUE WAS DISCOVERED DURING INTERNAL TESTING IN A DEVELOPMENT CYCLE. THERE ARE FOUR PT SIZE FACTORS THAT MAY BE USED TO CALCULATE SUV AND IN EACH CASE, EXCEPT FOR BSA, THE CALCULATION IS CORRECT. THIS ISSUE IS PLANNED TO BE CORRECTED IN TWO SEPARATE RELEASES CURRENTLY IN DEVELOPMENT (VERSIONS 5.36 AND 8.30.6). A PRODUCT BULLETIN WILL ALSO BE DISTRIBUTED TO ALL CURRENT CUSTOMERS TO MAKE THEM AWARE OF THE ISSUE.
1931377	1	WE PRESENT THIS REPORT AS AN EXAMPLE OF ERROR FACILITATED BY DEFICIENT HUMAN FACTOR DEVELOPMENT OF MEDICAL DEVICE DATA SYSTEM SCREENS THAT DISPLAY RESULTS OF LAB TESTS ON AN EHR. THE SPREAD SHEET LISTING THE TESTS BY LINE ON THE LEFT HAND COLUMN Y AXIS HAS THE DATES DISPLAYED ACROSS THE TOP X AXIS. THE ERROR PROMOTING LAYOUT DEFICIENCY IS THAT A COLUMN DOES NOT REPRESENT THE SAME DATE FROM THE TEST LISTED FIRST, AT THE TOP, TO THE TEST LISTED LAST, AT THE BOTTOM. IF A PARTICULAR TEST WAS NOT PERFORMED ON A CERTAIN DAY, THERE IS NOT ANY VISUAL REPRESENTATION, SUCH AS A BLANK SPACE FOR THAT DATE, THAT IT WAS NOT DONE ON THAT DATE. FOR THE PT, HOSPITALIZED FOR FAILURE TO THRIVE, SUBJECT TO THIS COMPLAINT WHO WAS PRESCRIBED COUMADIN FOR THROMBOPHILIA SYNDROME, THE MOST RECENT INR TEST WAS APPROX 2 WEEKS OLD AND WAS AN OUTPATIENT TEST, BUT APPEARED IN THE COLUMN FOR THE DATE OF THE MOST RECENT IN HOSPITAL BLOOD CHEMISTRY RESULT, GIVING THE ILLUSION ON QUICK GLANCE THAT IT WAS A RECENT RESULT. THE COUMADIN WAS PRESCRIBED BASED ON AN OUTDATED TEST AND RESULTED IN AN INR THAT BECAME DANGEROUSLY HIGH, TRIGGERING THE NEED FOR PARENTERAL VITAMIN K. THE PT DID NOT BLEED AND HAS LIVED HAPPILY EVER AFTER AN EXTRA DAY IN THE HOSPITAL. WE BELIEVE THAT THE DEFECT FACILITATING OBFUSCATION OF THE DATE A TEST WAS DONE IN RELATION TO ALL OTHER LAB TESTS, AND THE DEFECT COMINGLING OR FAILING TO IDENTIFY AN OUTPATIENT TEST APART FROM AN INPATIENT TEST, GENERATES INNUMERABLE ERRORS. THERE IS NOT ANY RECORD BEING KEPT OF THIS, TO OUR KNOWLEDGE.
5340952	0	><ge ivent had an error code 706 - pneumatic module issue. ge required ventilator be sent in for repair. pt was required to be transferred to a back up ventilator and primary ventilator was pulled out of service. while pt was on ventilator, it started alarming with error code 706. pt was transferred to another ventilator. vent was sent in for repair on (b)(6) 2015 and it was returned after 4 months at the ge repair center, and out of service for our patients. vent had to be returned for more repairs because the ventilator is now showing a negative number of hours on the unit and battery light on ventilator is not working to show the status of the battery. ventilator was shipped back to ge on (b)(6) 2015.                                                              
1019981	1	THE GE MACLAB PHYSIOLOGIC MONITORING FAILED DURING ACUTE INTERVENTION OF ST ELEVATION MYOCARDIAL INFARCTION PREVENTING CONTINUATION OF THE PROCEDURE IN THIS ROOM. THE FOLLOWING MORNING A GE SERVICE ENGINEER STATES THAT THE UPS FAILED. THE UPS SYSTEM IS A FAILSAFE INCORPORATED IN THIS SYSTEM BY GE TO SPECIFICALLY PREVENT EQUIPMENT FAILURE DURING PROCEDURES. IN ADDITION, ALL THE UPS HAD ALSO FAILED. FOR THIS PT DOOR TO BALLOON TIMES WAS DELAYED. FORTUNATELY, A SECOND WAS AVAILABLE TO COMPLETE THE PROCEDURE.
4100444	0	THIS SUPPLEMENTAL REPORT IS SUBMITTED IN ORDER TO CORRECT THE INITIAL REPORT FROM A REPORTABLE SERIOUS INJURY TO A NON-REPORTABLE EVENT. EVALUATION OF THIS PRODUCT EVENT INDICATES THAT THE DEVICE DID NOT CAUSE OR CONTRIBUTE TO A DEATH OR SERIOUS INJURY. INFORMATION RECEIVED FROM THE FIELD INDICATES THAT THERE WAS NO PATIENT HARM AS A RESULT OF THIS PRODUCT EVENT. THE PATIENT DIED 12 DAYS FOLLOWING THE EVENT AND THE SURGEON INVOLVED WITH THE CASE STATED THAT THE PATIENT DIED DUE TO A RESPIRATORY INFECTION AND THE DEATH WAS NOT RELATED TO THIS PRODUCT EVENT. ADDITIONALLY, EVALUATION OF THE DEVICE EVENT DATA SHOWED THAT THE DEVICE PERFORMED AS EXPECTED, INDICATING NO MALFUNCTION. ADDITIONALLY, A REVIEW OF PRIOR EVENTS INDICATES THAT, FOR THIS PRODUCT OR SIMILAR PRODUCT, THE PRODUCT EVENT IS NOT SUSPECTED TO HAVE BEEN A CAUSE, OR CONTRIBUTORY CAUSE, OF ANY PREVIOUS INCIDENTS THAT HAVE LED TO DEATH OR SERIOUS INJURY. BASED ON THE INFORMATION ABOVE, MEDTRONIC CONCLUDED THAT THIS DEVICE DID NOT CAUSE OR CONTRIBUTE TO A DEATH OR SERIOUS INJURY AND THE LIKELIHOOD OF THE EVENT CAUSING OR CONTRIBUTING TO A DEATH OR SERIOUS INJURY IF IT WERE TO RECUR IS REMOTE. (B)(4).><MEDTRONIC RECEIVED INFORMATION REPORTING THAT DURING USE OF THIS HMS PLUS IN A PROCEDURE, THE COAGULATION TEST RESULTS DID NOT MEET THE USER'S EXPECTATIONS DUE TO THE APPEARANCE OF CLOTS IN THE PERICARDIUM. THE ACT (ACTIVATED CLOTTING TIME) RESULTS WERE THOUGHT TO BE INACCURATE AND UNRELIABLE. USE OF THE INSTRUMENT WAS CONTINUED WITH NO RESULTING PATIENT IMPACT. IT WAS REPORTED THAT THE PATIENT DIED 12 DAYS LATER FROM RESPIRATORY COMPLICATIONS WHICH WERE NOT LINKED WITH THIS EVENT. THE INSTRUMENT WAS INSPECTED BY MEDTRONIC FRANCE SERVICE AND REMAINS IN USE. ADDITIONAL INFORMATION HAS BEEN REQUESTED. THE DETAILS OF THE EVENT WERE SUMMARIZED AS FOLLOWS: O T=0 NORMAL COAGULATION INJECTION OF 15000 UI HEPARIN O 16MIN ACT =489SEC O 39 MIN ACT=999 SEC O 80 MIN: APPEARANCE OF CLOTS IN THE PERICARDIUM, THE OXYGENATOR (NON-MEDTRONIC) WAS REMOVED DUE TO CLOTS IN THE DEVICE THAT RESTRICTED THE DEVICE. O 85 MIN ACT=335 SEC O INJECTION OF 10000UI HEPARIN O ANTI-COAGULATION WAS REVERSED AT THE END OF THE PROCEDURE BY PROTAMINE WITHOUT ANY PROBLEM. O PATIENT DIED 12 DAYS LATER FROM RESPIRATORY COMPLICATIONS NOT LINKED WITH THE EVENT O PROBLEM: THE RESULTS GIVEN BY THE INSTRUMENT SEEMED TO NOT BE RELIABLE TO THE CUSTOMER. O PATIENT HISTORY: AORTIC DISEASE, ATRIAL FIBRILLATION, TEMPORARY ISCHEMIA, HYPERCHOLESTEROLEMIA, AORTIC VALVE BIOPROSTHESIS PROCEDURE.><.><EVENT INVESTIGATION REMAINS IN PROGRESS AND THE INSTRUMENT REMAINS WITH THE CUSTOMER IN THE FIELD. HOWEVER, PRELIMINARY ANALYSIS PERFORMED IN THE FIELD SHOWED THAT THE DEVICE PERFORMED AS INTENDED. THERE WERE NO PRODUCT ISSUES OR MALFUNCTIONS DETECTED THAT WOULD HAVE IMPACTED THIS EVENT. DEVICE INFORMATION HAS BEEN REQUESTED. IF ADDITIONAL INFORMATION IS RECEIVED A SUPPLEMENTAL REPORT WILL BE FILED. (B)(4).
